City,Airport Code,Trip Distance (km),Total Distance (km)
Erbil,EZE,8833.98,4.57213e+07
Beirut,BEY,870.129,4.57221e+07
Accra,ACC,559.141,4.57227e+07
Lome,LFW,841.678,4.57235e+07
Rio De Janeiro,GIG,2330.27,4.57259e+07
Porto Alegre,POA,2975.29,4.57288e+07
Huánuco,SRA,3218.72,4.57321e+07
Goroka,,7371,4.57394e+07
Port Moresby,POM,5141.79,4.57446e+07
Manila,MNL,9063.36,4.57536e+07
Parana,SJI,7417.4,4.57611e+07
Buenos Aires,AEP,3634.33,4.57647e+07
Santa Cruz,VVI,4228.76,4.57689e+07
Trinidad,TDD,6305.44,4.57752e+07
Riberalta,RIB,6910.18,4.57821e+07
Trinidad,TDD,7168.68,4.57893e+07
Guayaramerín,GYA,6890.18,4.57962e+07
Trinidad,TDD,7147.36,4.58033e+07
Cochabamba,CBB,6654.57,4.581e+07
Santa Cruz,VVI,6339.07,4.58163e+07
Sao Paulo,GRU,5355.31,4.58217e+07
Bogota,BOG,7308.32,4.5829e+07
Puerto Inírida,PDA,9961.43,4.5839e+07
Bogota,BOG,9936.04,4.58489e+07
Medellin,EOH,10257.2,4.58592e+07
Nuquí,NQU,10478.1,4.58696e+07
Medellin,EOH,10420.4,4.58801e+07
Bogota,BOG,10365.7,4.58904e+07
Leticia,LET,9791.97,4.59002e+07
La Pedrera,LPD,8749.48,4.5909e+07
Leticia,LET,8946.41,4.59179e+07
Bogota,BOG,9140.74,4.5927e+07
Puerto Asis,PUU,10114.2,4.59372e+07
Puerto Leguízamo,LQM,9661.45,4.59468e+07
Puerto Asis,PUU,9606.3,4.59564e+07
Cali,CLO,9796.5,4.59662e+07
Guayaquil,GYE,10066.3,4.59763e+07
La Toma (Catamayo),LOH,9483.23,4.59858e+07
Guayaquil,GYE,9315.48,4.59951e+07
San Cristóbal,SCY,9740.69,4.60048e+07
Guayaquil,GYE,9891.77,4.60147e+07
Madrid,MAD,8958.17,4.60237e+07
Sao Paulo,GRU,5428.47,4.60291e+07
Vitória Da Conquista,VDC,3455.93,4.60326e+07
Belo Horizonte,PLU,3709.17,4.60363e+07
Campinas,VCP,3487.96,4.60398e+07
Marília,MII,3643.24,4.60434e+07
Campinas,VCP,3732.2,4.60471e+07
Macaé,MEA,3191.37,4.60503e+07
Ribeirao Preto,SDU,2865.49,4.60532e+07
Rio De Janeiro,GIG,3479.26,4.60567e+07
Dubai,DXB,3575.37,4.60602e+07
Manila,MNL,8687.83,4.60689e+07
Roxas City,RXS,7418.16,4.60764e+07
Manila,MNL,7929.98,4.60843e+07
Calbayog City,CYP,7344.11,4.60916e+07
Manila,MNL,7861.46,4.60995e+07
Virac,VRC,7447.71,4.61069e+07
Manila,MNL,7728.95,4.61147e+07
Tuguegarao,TUG,7818.88,4.61225e+07
Manila,MNL,7380.55,4.61299e+07
Basco,BSO,7965.45,4.61378e+07
Manila,MNL,7119.29,4.6145e+07
Naga,WNP,7500.98,4.61525e+07
Manila,MNL,7739.19,4.61602e+07
Sangley Point,SUG,7163.06,4.61674e+07
Manila,MNL,8058,4.61754e+07
General Santos City,GES,6975.91,4.61824e+07
Manila,MNL,8393.55,4.61908e+07
Dubai,DXB,11393.9,4.62022e+07
Moscow,SVO,3671.48,4.62058e+07
Anadyr,DYR,7855.91,4.62137e+07
Khabarovsk,KHV,9933.23,4.62236e+07
Moscow,SVO,9474.86,4.62331e+07
Kiev,KBP,2428.62,4.62355e+07
Zaporozhye,OZH,2450.64,4.6238e+07
Lvov,IEV,2155.53,4.62401e+07
Istanbul,IST,3061.07,4.62432e+07
Kharkov,HRK,1783.3,4.6245e+07
Kiev,KBP,2175.42,4.62472e+07
Ivano-Frankivsk,IFO,2946.74,4.62501e+07
Kiev,KBP,3177.7,4.62533e+07
Uzhgorod,UDJ,3113.75,4.62564e+07
Lvov,IEV,3419.55,4.62598e+07
Larnaca,LCA,2875.54,4.62627e+07
Yekaterinburg,SVX,397.926,4.62631e+07
Moscow,SVO,1155.46,4.62643e+07
Arkhangelsk,ARH,2725.29,4.6267e+07
Solovetsky Islands,CSH,3258.23,4.62702e+07
Arkhangelsk,ARH,3620.69,4.62739e+07
Murmansk,MMK,3520.25,4.62774e+07
Cherepovets,CEE,4223.27,4.62816e+07
St. Petersburg,LED,3156.28,4.62848e+07
Moscow,SVO,3563.56,4.62883e+07
Novokuznetsk,NOZ,3135.92,4.62915e+07
Moscow,SVO,3694.17,4.62952e+07
Beslan,OGZ,1947.94,4.62971e+07
Sanya,DME,1407.29,4.62985e+07
Shanghai,SHA,8082.19,4.63066e+07
Honolulu,HNL,3006.85,4.63096e+07
Denver,DEN,6167.49,4.63158e+07
Kearney,EAR,13129.5,4.63289e+07
Denver,DEN,13693.2,4.63426e+07
Pasco,PSC,12845.6,4.63554e+07
Denver,DEN,12327.9,4.63678e+07
Unalaska,ILG,13611.4,4.63814e+07
Akutan,KQA,8383.41,4.63898e+07
Phoenix,PHX,11917.7,4.64017e+07
Southend,LHR,14971.8,4.64166e+07
Venice,VCE,6446.38,4.64231e+07
Tel-aviv,TLV,3694.45,4.64268e+07
Yekaterinburg,SVX,493.681,4.64273e+07
Nyagan,NYA,494.122,4.64278e+07
Beloyarsky,EYK,416.177,4.64282e+07
Sovetskiy,OVS,349.955,4.64285e+07
Yekaterinburg,SVX,328.443,4.64289e+07
Izhevsk,IJK,491.022,4.64294e+07
Yekaterinburg,SVX,454.581,4.64298e+07
Moscow,SVO,1155.46,4.6431e+07
Kirov,KVX,2150.05,4.64331e+07
St. Petersburg,LED,2159.75,4.64353e+07
Ufa,UFA,3284.1,4.64386e+07
Nadym,NYM,480.187,4.6439e+07
Yekaterinburg,SVX,817.7,4.64399e+07
Moscow,SVO,1155.46,4.6441e+07
Kurgan,KRO,2082.77,4.64431e+07
Yekaterinburg,SVX,1126.31,4.64442e+07
Khudzhand,LBD,1740.9,4.6446e+07
Yekaterinburg,SVX,3284.71,4.64492e+07
Moscow,SVO,1155.46,4.64504e+07
Andizhan,AZN,3050.45,4.64535e+07
Tashkent,TAS,3824.1,4.64573e+07
Fergana,FEG,3606.49,4.64609e+07
Krasnodar,KRR,3503.28,4.64644e+07
Yekaterinburg,SVX,732.394,4.64651e+07
Namangan,NMA,1800.13,4.64669e+07
Yekaterinburg,SVX,3405.06,4.64703e+07
Moscow,SVO,1155.46,4.64715e+07
Nukus,NCU,2329.51,4.64738e+07
Tashkent,TAS,2692.93,4.64765e+07
Urgench,UGC,3306.45,4.64798e+07
Tashkent,TAS,2839.62,4.64827e+07
Khanabad,KSQ,3489.17,4.64861e+07
Tashkent,TAS,3495.72,4.64896e+07
Termez,TMJ,3567.98,4.64932e+07
Tashkent,TAS,3769.38,4.6497e+07
Samara,KUF,3120.47,4.65001e+07
Belgorod,EGO,1032.47,4.65011e+07
Samara,KUF,1584.48,4.65027e+07
Moscow,SVO,1323.62,4.6504e+07
Kursk,URS,2344.12,4.65064e+07
Syktyvkar,VKO,2244.33,4.65086e+07
Vorkuta,VKT,1219.27,4.65098e+07
Sanya,DME,884.506,4.65107e+07
Guangzhou,CAN,8090.71,4.65188e+07
Cairo,CAI,9990.97,4.65288e+07
Larnaca,LCA,186.019,4.6529e+07
Yekaterinburg,SVX,397.926,4.65294e+07
Nizhnevartovsk,NJC,998.965,4.65304e+07
Bugulma,UUA,1727.76,4.65321e+07
Nizhnevartovsk,NJC,1039.48,4.65332e+07
Moscow,SVO,1861.53,4.6535e+07
Orsk,OSW,2025.15,4.6537e+07
Sanya,DME,1390.98,4.65384e+07
Hong Kong,HKG,8028.24,4.65465e+07
Mumbai,BOM,9201.34,4.65557e+07
Hubli,HBX,7009.36,4.65627e+07
Mumbai,BOM,7363.28,4.657e+07
Colombo,CMB,7414.35,4.65775e+07
Koggala,KCT,8913.34,4.65864e+07
Colombo,CMB,9026.15,4.65954e+07
Doha,DOH,8199.72,4.66036e+07
Kolkata,CCU,6180.29,4.66098e+07
Shillong,SHL,7415.65,4.66172e+07
Kolkata,CCU,7237.11,4.66244e+07
Dimapur,DMU,7420.14,4.66318e+07
Kolkata,CCU,7302.65,4.66391e+07
Dhaka,DAC,7416.42,4.66466e+07
Barisal,BZL,7369.16,4.66539e+07
Dhaka,DAC,7481.37,4.66614e+07
Kathmandu,KTM,7375.88,4.66688e+07
Nepalgunj,KEP,6625.14,4.66754e+07
Male,MLE,9423.88,4.66848e+07
Trivandrum,TRV,8888.25,4.66937e+07
Haa Dhaalu Atoll,HAQ,8503.33,4.67022e+07
Trivandrum,TRV,8602.14,4.67108e+07
Male,MLE,8572.22,4.67194e+07
Laamu Atoll,KDO,8984.84,4.67284e+07
Male,MLE,9164.47,4.67376e+07
Singapore,SIN,9949.75,4.67475e+07
Bangkok,DMK,9945.15,4.67574e+07
Tak,MAQ,8648.32,4.67661e+07
Bangkok,DMK,8221.69,4.67743e+07
Hanoi,HAN,8592.99,4.67829e+07
Buonmethuot,BMV,7572.13,4.67905e+07
Danang,DAD,8590.59,4.67991e+07
Haiphong,HPH,8451.38,4.68075e+07
Danang,DAD,7721.71,4.68152e+07
Nha Trang,CXR,8059.98,4.68233e+07
Ho Chi Minh City,SGN,8530.64,4.68318e+07
Conson,VCS,8599.22,4.68404e+07
Can Tho,VCA,8893.54,4.68493e+07
Hanoi,HAN,9085.63,4.68584e+07
Dienbienphu,DIN,7986.73,4.68664e+07
Hanoi,HAN,7822.07,4.68742e+07
Phucat,UIH,7583.17,4.68818e+07
Hanoi,HAN,8732.25,4.68905e+07
Pleiku,PXU,7615.69,4.68982e+07
Hanoi,HAN,8708.02,4.69069e+07
Vinh,VII,7828.86,4.69147e+07
Hanoi,HAN,8160.67,4.69229e+07
Yangon,RGN,8056.42,4.69309e+07
Dawei,TVY,8203.86,4.69391e+07
Myeik,MGZ,8511.32,4.69476e+07
Kawthoung,KAW,8660.5,4.69563e+07
Myeik,MGZ,8960.54,4.69652e+07
Dawei,TVY,8733.26,4.6974e+07
Yangon,RGN,8620.12,4.69826e+07
Tokyo,NRT,7961.71,4.69906e+07
Denpasar,DPS,4870.62,4.69954e+07
Waikabubak-Sumba Island,TMC,9204.7,4.70046e+07
Denpasar,DPS,9195.82,4.70138e+07
Balikpapan,BPN,9615.06,4.70234e+07
Tanjung Redep-Borneo Island,BEJ,8892.48,4.70323e+07
Balikpapan,BPN,8388.63,4.70407e+07
Ujung Pandang,UPG,8477.31,4.70492e+07
Ambon,AMQ,8388.23,4.70576e+07
Langgur-Kei Islands,LUV,7316.48,4.70649e+07
Ambon,AMQ,7536.41,4.70724e+07
Jakarta,CGK,8801.36,4.70812e+07
Manila,MNL,10137.2,4.70914e+07
Miri,MYY,7502.14,4.70989e+07
Long Datih,LGL,8596.39,4.71075e+07
Marudi,MUR,8718.94,4.71162e+07
Long Seridan,ODN,8627.77,4.71248e+07
Miri,MYY,8688.5,4.71335e+07
Mukah,MKM,8706.89,4.71422e+07
Miri,MYY,8892.75,4.71511e+07
Lawas,LWY,8646.91,4.71598e+07
Bakalalan,BKM,8497.74,4.71683e+07
Lawas,LWY,8628.96,4.71769e+07
Miri,MYY,8588.09,4.71855e+07
Bario,BBN,8595.87,4.71941e+07
Miri,MYY,8698.73,4.72028e+07
Kota Kinabalu,BKI,8666.12,4.72114e+07
Kudat,KUD,8447.49,4.72199e+07
Kota Kinabalu,BKI,8316.24,4.72282e+07
Jakarta,CGK,8313.51,4.72365e+07
Bandar Lampung-Sumatra Island,TKG,10019.7,4.72465e+07
Batam,BTH,10190.1,4.72567e+07
Ranai-Natuna Besar Island,NTX,9492.33,4.72662e+07
Batam,BTH,9136.7,4.72754e+07
Balikpapan,BPN,9145.62,4.72845e+07
Ujung Pandang,UPG,8477.31,4.7293e+07
Laut Island,KBU,8947.22,4.73019e+07
Ujung Pandang,UPG,8729.59,4.73107e+07
Denpasar,DPS,8736.76,4.73194e+07
Tokyo,NRT,10202.9,4.73296e+07
Cairns,CNS,1582.51,4.73312e+07
Aurukun,AUU,6264.21,4.73374e+07
Cairns,CNS,6015.91,4.73435e+07
Hamilton Island,HTI,5793.77,4.73493e+07
Cairns,CNS,6005.67,4.73553e+07
Normanton,NTN,6110.69,4.73614e+07
Mornington Island,ONG,6775.07,4.73681e+07
Burketown,BUC,6804.73,4.7375e+07
Mornington Island,ONG,6934.86,4.73819e+07
Normanton,NTN,6754.02,4.73886e+07
Cairns,CNS,6545.78,4.73952e+07
Adelaide,MEL,5688.52,4.74009e+07
Coober Pedy,CPD,8652.21,4.74095e+07
Adelaide,ADL,8285.62,4.74178e+07
Brisbane,BNE,8492.31,4.74263e+07
Cloncurry,CNJ,6357.33,4.74327e+07
Townsville,TSV,6842.21,4.74395e+07
Adelaide,MEL,5839.17,4.74453e+07
Ceduna,CED,8614.12,4.7454e+07
Adelaide,ADL,8739.73,4.74627e+07
Hong Kong,HKG,12361.2,4.74751e+07
Frankfurt,FRA,9581.04,4.74846e+07
Halifax,YHZ,10553.9,4.74952e+07
Sydney,YQY,15118,4.75103e+07
Toowoomba,TWB,6975.92,4.75173e+07
St George,SGO,6192.26,4.75235e+07
Cunnamulla,CMA,6641.46,4.75301e+07
St George,SGO,6944.55,4.75371e+07
Toowoomba,TWB,6607.62,4.75437e+07
Brisbane,BNE,6182.15,4.75499e+07
Cairns,CNS,6309.46,4.75562e+07
Coen,CUQ,6186.52,4.75624e+07
Lockhart River,IRG,6159.88,4.75685e+07
Cairns,CNS,5791.72,4.75743e+07
Mount Isa,ISA,6057.84,4.75804e+07
Doomadgee,DMD,7210.95,4.75876e+07
Mount Isa,ISA,6881.14,4.75945e+07
Cairns,CNS,7031.76,4.76015e+07
Tokyo,NRT,9771.26,4.76113e+07
Portland,PDX,1122.41,4.76124e+07
Melbourne,MEB,8544.47,4.76209e+07
Devonport,DPO,8131.65,4.76291e+07
Adelaide,MEL,8310.03,4.76374e+07
Darwin,DRW,9280.74,4.76466e+07
Maningrida,MNG,7594.44,4.76542e+07
Elcho Island,ELC,7197.83,4.76614e+07
Maningrida,MNG,7134.62,4.76686e+07
Darwin,DRW,7401.19,4.7676e+07
Perth,PER,7527.17,4.76835e+07
Esperance,EPR,10880.3,4.76944e+07
Perth,PER,10636.8,4.7705e+07
Denpasar,DPS,11731.6,4.77167e+07
Tokyo,NRT,10202.9,4.7727e+07
Portland,PDX,1122.41,4.77281e+07
Melbourne,MEB,8544.47,4.77366e+07
Flinders Island,FLS,8136.19,4.77448e+07
Launceston,LST,8063.1,4.77528e+07
Brisbane,BNE,8260.79,4.77611e+07
Perth,PER,6936.9,4.7768e+07
Geraldton,GET,11134.5,4.77791e+07
Perth,PER,10814.6,4.779e+07
Darwin,DRW,11140.1,4.78011e+07
Brisbane,BNE,6838.81,4.78079e+07
Gladstone,GLT,6053.55,4.7814e+07
Brisbane,BNE,5851.03,4.78198e+07
Cairns,CNS,6309.46,4.78262e+07
Groote Eylandt,GTE,6485.89,4.78326e+07
Cairns,CNS,6630.85,4.78393e+07
Tokyo,NRT,9771.26,4.7849e+07
Calgary,YYC,1373.59,4.78504e+07
Halifax,YHZ,14344.8,4.78648e+07
Sydney,YQY,15118,4.78799e+07
Griffith,GFF,6975.77,4.78869e+07
Cairns,CNS,5663.36,4.78925e+07
Tokyo,NRT,9771.26,4.79023e+07
Portland,PDX,1122.41,4.79034e+07
Melbourne,MEB,8544.47,4.7912e+07
King Island,KNS,8103.07,4.79201e+07
Adelaide,MEL,8449.97,4.79285e+07
Cairns,CNS,8674.8,4.79372e+07
Kowanyama,KWM,6171.5,4.79434e+07
Cairns,CNS,6239.83,4.79496e+07
Brisbane,BNE,5682.53,4.79553e+07
Port Macquarie,PQQ,6048.27,4.79613e+07
Lord Howe Island,LDH,6605.89,4.79679e+07
Brisbane,BNE,5830.42,4.79738e+07
Klagenfurt,NTL,6050.89,4.79798e+07
Vienna,VIE,4631.23,4.79844e+07
Frankfurt,FRA,5137.96,4.79896e+07
Halifax,YHZ,10553.9,4.80001e+07
Sydney,YQY,15118,4.80153e+07
Lismore,LSY,6979.15,4.80222e+07
Brisbane,BNE,6574.19,4.80288e+07
Faleolo,APW,6465.62,4.80353e+07
Honolulu,HNL,654.086,4.80359e+07
Portland,PDX,4989.92,4.80409e+07
Melbourne,MEB,8544.47,4.80495e+07
Merimbula,MIM,8124.21,4.80576e+07
Adelaide,MEL,7451.36,4.8065e+07
Darwin,DRW,9280.74,4.80743e+07
Maningrida,MNG,7594.44,4.80819e+07
Milingimbi,MGT,7225.06,4.80891e+07
Maningrida,MNG,7202.23,4.80963e+07
Darwin,DRW,7401.19,4.81037e+07
McArthur River Mine,MCV,7350.09,4.81111e+07
Darwin,DRW,7674.21,4.81188e+07
Adelaide,MEL,6843.1,4.81256e+07
Mildura,MQL,8500.47,4.81341e+07
Adelaide,MEL,8021.69,4.81421e+07
Hong Kong,HKG,12361.2,4.81545e+07
Frankfurt,FRA,9581.04,4.81641e+07
Halifax,YHZ,10553.9,4.81746e+07
Sydney,YQY,15118,4.81897e+07
Moree,MRZ,6976.03,4.81967e+07
Brisbane,BNE,5999.28,4.82027e+07
Faleolo,APW,6465.62,4.82092e+07
Honolulu,HNL,654.086,4.82098e+07
Portland,PDX,4989.92,4.82148e+07
Melbourne,MEB,8544.47,4.82234e+07
Merimbula,MIM,8124.21,4.82315e+07
Moruya,MYA,7473.3,4.8239e+07
Merimbula,MIM,7341.98,4.82463e+07
Adelaide,MEL,7451.36,4.82538e+07
Mount Gambier,MGB,8493.48,4.82623e+07
Adelaide,MEL,8556.71,4.82708e+07
Hong Kong,HKG,12361.2,4.82832e+07
Frankfurt,FRA,9581.04,4.82928e+07
Halifax,YHZ,10553.9,4.83033e+07
Sydney,YQY,15118,4.83184e+07
Narrandera,NRA,6976.86,4.83254e+07
Perth,PER,9737.52,4.83351e+07
Adelaide,MEL,10668.1,4.83458e+07
Olympic Dam,OLP,8589.46,4.83544e+07
Adelaide,ADL,8207.29,4.83626e+07
Argyle,PUG,8550.52,4.83712e+07
Adelaide,ADL,8338.31,4.83795e+07
Perth,PER,9100.9,4.83886e+07
Paraburdoo,PBO,11201.1,4.83998e+07
Perth,PER,9910.62,4.84097e+07
Christmas Island,XCH,12021.8,4.84217e+07
Cocos Keeling Island,CCK,10562.7,4.84323e+07
Christmas Island,XCH,11014.7,4.84433e+07
Perth,PER,9679.1,4.8453e+07
Darwin,DRW,11140.1,4.84641e+07
Gove,GOV,7479.77,4.84716e+07
Cairns,CNS,6410.1,4.8478e+07
Tokyo,NRT,9771.26,4.84878e+07
Calgary,YYC,1373.59,4.84892e+07
Halifax,YHZ,14344.8,4.85035e+07
Sydney,YQY,15118,4.85186e+07
Parkes,PKE,6977.18,4.85256e+07
Coober Pedy,BHS,7218.82,4.85328e+07
Adelaide,ADL,8285.62,4.85411e+07
Port Lincoln,PLO,8547.45,4.85497e+07
Adelaide,ADL,8773.81,4.85584e+07
Cairns,CNS,8674.8,4.85671e+07
Pormpuraaw,EDR,6202.06,4.85733e+07
Cairns,CNS,6191.85,4.85795e+07
Mount Isa,ISA,6057.84,4.85856e+07
Boulia,BQL,7027.24,4.85926e+07
Bedourie,BEU,7201.06,4.85998e+07
Birdsville,BVI,7370.61,4.86072e+07
Windorah,WNR,7497.63,4.86147e+07
Quilpie,ULP,7038.22,4.86217e+07
Charlieville,CTL,6972.64,4.86287e+07
Roma,RMA,6702.95,4.86354e+07
Charlieville,CTL,6467.02,4.86418e+07
Toowoomba,TWB,6684.98,4.86485e+07
St George,SGO,6192.26,4.86547e+07
Cunnamulla,CMA,6641.46,4.86614e+07
Thargomindah,XTG,6989.01,4.86683e+07
Cunnamulla,CMA,7162.87,4.86755e+07
St George,SGO,6944.55,4.86825e+07
Toowoomba,TWB,6607.62,4.86891e+07
Brisbane,BNE,6182.15,4.86952e+07
Adelaide,MEL,6036.8,4.87013e+07
Whyalla,WYA,8546.44,4.87098e+07
Adelaide,ADL,8421.83,4.87182e+07
Cairns,CNS,8674.8,4.87269e+07
Townsville,TSV,5871.72,4.87328e+07
Winton,WIN,6033.96,4.87388e+07
Townsville,TSV,6748.77,4.87456e+07
Cairns,CNS,6117,4.87517e+07
Tokyo,NRT,9771.26,4.87615e+07
Portland,PDX,1122.41,4.87626e+07
Melbourne,MEB,8544.47,4.87711e+07
Burnie,BWT,8123.5,4.87793e+07
Adelaide,MEL,8368.7,4.87876e+07
Auckland,AKL,9090.2,4.87967e+07
Guangzhou,CAN,10358.3,4.88071e+07
Beijing,NAY,8191.23,4.88153e+07
Manzhouli,NZH,7072.93,4.88223e+07
Hohhot,HET,6069.06,4.88284e+07
Chifeng,CIF,6351.55,4.88348e+07
Tianjin,TSN,6554.44,4.88413e+07
Changzhi,CIH,6817.06,4.88481e+07
Datong,DAT,7005.69,4.88551e+07
Taiyuan,TYN,6588.62,4.88617e+07
Baotou,BAV,6971.32,4.88687e+07
Shijiazhuang,SJW,6293.61,4.8875e+07
Yinchuan,INC,7118.85,4.88821e+07
Hohhot,HET,6461.98,4.88886e+07
Tongliao,TGO,6279.69,4.88948e+07
Hohhot,HET,6978.49,4.89018e+07
Ulanhot,HLH,6378.22,4.89082e+07
Hohhot,HET,6734.78,4.89149e+07
Xilinhot,XIL,6515.81,4.89215e+07
Hohhot,HET,6514.15,4.8928e+07
Shanghai,SHA,5841.39,4.89338e+07
Beihai,BHY,7229.03,4.8941e+07
Xi'an,XIY,8304.9,4.89493e+07
Dayong,DYG,6699.49,4.8956e+07
Tianjin,TSN,7427.07,4.89635e+07
Hong Kong,HKG,6136.39,4.89696e+07
Meixian,MXZ,7666.04,4.89773e+07
Zhuhai,ZUH,7521.66,4.89848e+07
Liuzhou,LZH,7974.43,4.89928e+07
Shanghai,SHA,7468.14,4.90002e+07
Zhanjiang,ZHA,7152.04,4.90074e+07
Beijing,NAY,8299.95,4.90157e+07
Nanyang,NNY,6581.24,4.90223e+07
Beijing,NAY,7187.35,4.90295e+07
Xiangfan,XFN,6559.2,4.9036e+07
Hangzhou,HGH,6715.46,4.90427e+07
Yichang,YIH,7630.46,4.90504e+07
Xi'an,XIY,7452.69,4.90578e+07
Golmud,GOQ,7239.32,4.90651e+07
Xi'an,XIY,6465.99,4.90715e+07
Lanzhou,LHW,7142.21,4.90787e+07
Qingyang,IQN,6568.43,4.90852e+07
Xi'an,XIY,6732.43,4.9092e+07
Xining,XNN,7201.59,4.90992e+07
Xi'an,XIY,6394.27,4.91056e+07
Yan'an,ENY,6974.49,4.91125e+07
Beijing,NAY,6667.17,4.91192e+07
Yulin,UYN,6925.22,4.91261e+07
Chengdu,CTU,6615.42,4.91327e+07
Shangri-La,DIG,7177.34,4.91399e+07
Kunming,KMG,7185.04,4.91471e+07
Luxi,LUM,7674.64,4.91548e+07
Kunming,KMG,7520.73,4.91623e+07
Simao,SYM,7581.18,4.91699e+07
Kunming,KMG,7771.58,4.91777e+07
Zhaotong,ZAT,7621.66,4.91853e+07
Chongqing,CKG,7394.95,4.91927e+07
Shanghai,SHA,6846.06,4.91995e+07
Ganzhou,KOW,7133.96,4.92066e+07
Shanghai,SHA,7409.28,4.92141e+07
Jingdezhen,JDZ,7202.33,4.92213e+07
Shanghai,SHA,7123.33,4.92284e+07
Jiujiang,JIU,7288.67,4.92357e+07
Xiamen,XMN,6889.25,4.92426e+07
Quzhou,JUZ,7617.17,4.92502e+07
Beijing,NAY,7887.31,4.92581e+07
Lianyungang,LYG,6357.2,4.92644e+07
Guangzhou,CAN,6710.85,4.92711e+07
Huangyan,HYN,7500.62,4.92786e+07
Guangzhou,CAN,7331.41,4.9286e+07
Linyi,LYI,7909.66,4.92939e+07
Shanghai,SHA,6623.7,4.93005e+07
Quanzhou,JJN,6872.95,4.93074e+07
Shanghai,SHA,7593.39,4.9315e+07
Huangshan,TXN,7164.86,4.93221e+07
Guangzhou,CAN,7127.93,4.93293e+07
Weifang,WEF,7947.42,4.93372e+07
Shenyang,SHE,6911.8,4.93441e+07
Wuxi,WUX,6332.27,4.93505e+07
Qingdao,TAO,7339.02,4.93578e+07
Wuyishan,WUS,6575.9,4.93644e+07
Qingdao,TAO,7603.81,4.9372e+07
Wenzhou,WNZ,6435.7,4.93784e+07
Harbin,HRB,7873.55,4.93863e+07
Yancheng,YNZ,6271.73,4.93926e+07
Harbin,HRB,7328.08,4.93999e+07
Yiwu,YIW,6051.51,4.94059e+07
Quanzhou,JJN,7007.49,4.94129e+07
Zhoushan,HSN,7474.05,4.94204e+07
Lianyungang,LYG,7529.22,4.94279e+07
Chengdu,CTU,7522.5,4.94355e+07
Bangda,BPX,7303.91,4.94428e+07
Lhasa,LXA,7002.9,4.94498e+07
Kunming,KMG,6767.94,4.94565e+07
Dazhou,DAX,7626.98,4.94642e+07
Guangzhou,CAN,6704.28,4.94709e+07
Guangyuan,GYS,8324.54,4.94792e+07
Hangzhou,HGH,6545.81,4.94857e+07
Luzhou,LZO,7845.56,4.94936e+07
Xi'an,XIY,7365.33,4.9501e+07
Mianyang,MIG,6961.93,4.95079e+07
Shanghai,SHA,6632.69,4.95145e+07
Nanchong,NAO,7893.45,4.95224e+07
Xi'an,XIY,7192.33,4.95296e+07
Lhasa,LXA,7314.85,4.95369e+07
Nyingchi,LZY,6789.16,4.95437e+07
Lhasa,LXA,6982.04,4.95507e+07
Xi'an,XIY,6773.85,4.95575e+07
Wanxian,WXN,6824.51,4.95643e+07
Chengdu,CTU,7320.62,4.95716e+07
Aksu,AKU,7843.53,4.95795e+07
Urumqi,URC,4679.31,4.95842e+07
Korla,KRL,4925.04,4.95891e+07
Urumqi,URC,5062.8,4.95941e+07
Yining,YIN,4901.67,4.9599e+07
Chengdu,CTU,4909.15,4.9604e+07
Harbin,HRB,6958.88,4.96109e+07
Mohe County,OHE,7159.93,4.96181e+07
Heihe,HEK,5897.39,4.9624e+07
Harbin,HRB,6305.33,4.96303e+07
Qingdao,TAO,6415.32,4.96367e+07
Jiamusi,JMU,6922.07,4.96436e+07
Qingdao,TAO,6598.44,4.96502e+07
Jinzhou,JNZ,7106.13,4.96573e+07
Qingdao,TAO,6495.89,4.96638e+07
Qiqihar,NDG,7267.23,4.96711e+07
Qingdao,TAO,6137.15,4.96772e+07
Yanji,YNJ,6770.88,4.9684e+07
Changchun,CGQ,6977.89,4.9691e+07
Tokyo,NRT,5337.77,4.96963e+07
San Francisco,SFO,1806.49,4.96981e+07
Fort Lauderdale,FLL,12601.6,4.97107e+07
Worcester,ORH,13305.6,4.9724e+07
Orlando,MCO,15092.3,4.97391e+07
Sao Paulo,GRU,12267.4,4.97514e+07
Istanbul,IST,2781.97,4.97542e+07
Tbilisi,TBS,1321.85,4.97555e+07
Urumqi,URC,3499.27,4.9759e+07
Shanghai,SHA,5129.06,4.97641e+07
Anqing,AQG,7276.85,4.97714e+07
Shanghai,SHA,7000.84,4.97784e+07
Ji An,JGS,7202.31,4.97856e+07
Shanghai,SHA,7299.33,4.97929e+07
Qinhuangdao,SHP,7661.41,4.98006e+07
Qingdao,TAO,6528.94,4.98071e+07
Yuncheng,YCU,7301.26,4.98144e+07
Lanzhou,LHW,7217.68,4.98216e+07
Jiayuguan,JGN,6861.49,4.98285e+07
Xi'an,XIY,5872.87,4.98343e+07
Dongsheng,DSN,7060.13,4.98414e+07
Chengdu,CTU,6469.57,4.98479e+07
Panzhihua,PZI,7094.43,4.9855e+07
Chengdu,CTU,7485.33,4.98624e+07
Doha,DOH,8010.38,4.98705e+07
Delhi,DEL,5006.27,4.98755e+07
Dibrugarh,DIB,6361.96,4.98818e+07
Guwahati,GAU,7189.05,4.9889e+07
Delhi,DEL,7218.07,4.98962e+07
Tokyo,NRT,7265.63,4.99035e+07
Boston,BOS,5738.88,4.99092e+07
Provincetown,PVC,15197.5,4.99244e+07
